County,Date,average_percent_change_from_baseline,New Cases
Escambia County,44108,-5.666666666666667,17
Escambia County,44109,-2.8333333333333335,21
Escambia County,44110,-6.166666666666667,38
Escambia County,44111,-1.5,36
Escambia County,44112,-9.166666666666666,24
Escambia County,44113,-11.5,15
Escambia County,44114,-16.333333333333332,35
Escambia County,44115,-5.166666666666667,14
Escambia County,44116,-7.333333333333333,24
Escambia County,44117,-6.333333333333333,39
Escambia County,44118,-0.8333333333333334,98
Escambia County,44119,-4.833333333333333,48
Escambia County,44120,-5.166666666666667,79
Escambia County,44121,-0.16666666666666666,28
Escambia County,44122,-5.166666666666667,9
Escambia County,44123,-6.666666666666667,35
Escambia County,44124,-6.166666666666667,26
Escambia County,44125,-1.8333333333333333,67
Escambia County,44126,-3.8333333333333335,65
Escambia County,44127,-1.5,87
Escambia County,44128,-11.666666666666666,15
Escambia County,44129,-7.0,32
Escambia County,44130,-5.833333333333333,46
Escambia County,44131,-8.166666666666666,66
Escambia County,44132,-16.0,70
Escambia County,44133,-10.666666666666666,66
Escambia County,44134,-9.0,59
Escambia County,44135,-3.0,61
Escambia County,44136,-9.666666666666666,25
Escambia County,44137,-10.833333333333334,65
Escambia County,44138,-6.333333333333333,109
Escambia County,44139,-5.166666666666667,107
Escambia County,44140,-8.166666666666666,105
Escambia County,44141,-6.5,66
Escambia County,44142,-1.1666666666666667,133
Escambia County,44143,-3.6666666666666665,60
Escambia County,44144,-10.833333333333334,98
Escambia County,44145,-11.5,116
Escambia County,44146,-8.333333333333334,137
Escambia County,44147,-10.666666666666666,136
Escambia County,44148,-10.333333333333334,97
Escambia County,44149,-8.333333333333334,140
Escambia County,44150,-8.833333333333334,70
Escambia County,44151,-12.5,110
Escambia County,44152,-13.333333333333334,137
Escambia County,44153,-8.333333333333334,147
Escambia County,44154,-11.833333333333334,147
Escambia County,44155,-10.833333333333334,140
Escambia County,44156,-4.833333333333333,56
Escambia County,44157,-8.166666666666666,64
Escambia County,44158,-11.666666666666666,110
Escambia County,44159,-8.666666666666666,120
Escambia County,44160,-1.0,174
Escambia County,44161,-40.5,73
Escambia County,44162,-21.333333333333332,109
Escambia County,44163,-14.5,94
Escambia County,44164,-26.0,54
